순번,등록번호,제호,기관명,상태,종별,간별,성격,유형,발행목적,발행내용,보급방법,보급지역,선택지역,상세지역,유무가,보급대상,사용언어,발행소명,발행소 주소,인쇄소명,복수여부,등록일자,제출일자
3570,다00004,정착인신문,양천,등록,기타간행물,주간,"통일,북한",개인,새터민(북한 이탈주민)의 정착에 필요한 정보제공으로 조기 안정적 정착에 도움을 주고자함.,"상기 발행목적에 부합되는 내용만을   면이상  16 면이내로 게재,인쇄하여 유가로 배포함",,전국,,전국,유가,새터민(북한이탈주민),,,"서울특별시 양천구 중앙로 237, 503호 (신정동, 상훈맘모스프라자)",(주)한국씨티에스,단건,2007-10-22,2007-10-22
3569,다00006,문화예술신문,안산,등록,정보간행물,주간,문화일반,개인,"문인,국악,음악,미술,만화,영화,연극,연예사진,무용 등 문화활동 소식을 전하여 지역문화 창달에 이바지하고자 함.","상기 발행목적에 부합되는 내용만을 8면이상 12면이내로 게재,인쇄하여 유가로 우편발송함",우편발송,전국,,전국,유가,문화예술인,한국어,,"경기도 안산시 상록구 예술광장1로 46,지층16호 (월피동, 로얄프라자)",(주)프리테크인,단건,2007-10-19,2007-10-17
3568,다00005,안산문예신문,안산,등록,정보간행물,주간,문화일반,개인,"문인,국악,음악,미술,만화,영화,연극,연예사진,무용 등 문화활동 소식을 전하여 지역문화 창달에 이바지하고자 함.","상기 발행목적에 부합되는 내용만을 8면이상 30면이내로 게재,인쇄하여 유가로 우편발송함",우편발송,,,경기도,유가,문화예술인,한국어,,경기 안산시 상록구 이동공원로 33 (이동),(주)프리테크인,단건,2007-10-19,2007-10-17
3567,라00217,닥터엠,서초,등록,잡지,월간,의료일반,법인,"의료산업에 대한 취재와 관계자들 인터뷰 기사를 포함하여 국내외의 다양한 정보를 수집, 독자들에게 소개하는 것을 목적으로 함","상기 발행목적에 부합되는 내용만을 120면이상 300면이내로 게재,인쇄,무선제본하여 유가로 배포함",,전국,,전국,유가,"의료기관, 의료유통업체 등",국어,(주)아스미디어,"서울특별시 서초구 강남대로93길 36, 2층 (잠원동, 덕우빌딩)",서울문화인쇄(주),단건,2007-10-18,2007-10-18
3566,마00001,림진강,양천,등록,기타간행물,격월간,통일일반,개인,북한 내부의 소식을 남한에 알려 남북교류와 소통의 가교 역할을 하는 잡지가 되게 하고자 함,"상기 발행목적에 부합되는 내용만을 200면이상 250면이내로 게재,인쇄하여 유가로 배포함.",,전국,,전국,유가,"국정원, 경찰청, 연구소, 대학원, 교회",국어,,"서울특별시 양천구 목동로3길 57, 103동 713호 (신정동, 양천아파트)",삼아기획인쇄,단건,2007-10-18,2007-10-18
3565,아00125,시흥인터넷뉴스,경기,등록,인터넷신문,인터넷신문,총류,개인,"정치,경제,사회,문화,체육 및 시사관련 사항을 포함한 시흥시의 모든 내용을 해설, 소개하여 시민의 알 권리를 충족시키고 각종 생활정보등을 소개하여 살기좋은 시흥을 이루는 역할에 일조하고자 함","매일 20건 이상의 경기도 시흥시에 대한 사회,문화,정치,경제 기사를 게재함",,지역,,,무가,네티즌,한국어,심귀자(시흥인터넷뉴스),"경기 시흥시 신천로 65 (신천동), 2층",,단건,2007-10-18,2007-10-08
3564,라00015,오행생식,동작,등록,기타간행물,월간,건강,개인,건강 및 생식에 관심있는 일반인들에게 다양한 생활건강 정보 제공하고자 함,"상기 발행목적에 부합되는 내용만을  12면이상 24면이내로 게재, 인쇄하여 유가로 배포함",,전국,,전국,유가,전국 오행생식원 및 회원,국어,,"서울특별시 동작구 동작대로5길 9, 2층 (사당동, 동일타워)",(주)한국씨티에스,단건,2007-10-18,2007-10-18
3563,아00016,대구경제신문,대구,등록,인터넷신문,인터넷신문,총류,법인,"정확한 보도, 공정한 뉴스를 통해 인간행복과 민주, 자유를 추구함","정치, 경제, 사회, 문화, 지역뉴스 보도와 논평",인터넷,전국,,"대구, 경북",유가,"경상도권 등 전국시민 및 독자, 네티즌",한글,주식회사 대구경제신문,"대구 수성구 용학로 22 (두산동, 삼풍아파트) 4동 416호",,단건,2007-10-17,2007-10-04
3562,아50924,크리스찬 포토저널,경기,등록,인터넷신문,인터넷신문,총류,개인,한국기독교 발전과 문서 선교를 위하고 교계와 사회에 필요한 정론을 펼쳐나가는 인터넷신문으로서의 역할을 다하고자 함,상기 발행목적에 부합되는 내용만 게재,,전국,,전국,무가,"목사와 교역자, 평신도,기타",,정기남,"경기도 부천시 오정구 지양로176번길 32, 1층 102호(고강동, 대운빌라)",,단건,2007-10-17,2007-10-11
3561,아00444,NBC-1TV,서울,등록,인터넷신문,인터넷신문,뉴미디어,개인,방한 국빈 및 각국 대통령의 소식과 밝은 뉴스를 5개국어로 100여개국에 전송하는 매체,상기 발행목적에 부합되는 내용만을 게재함.,인터넷,,,,무가,네티즌,,,"서울특별시 영등포구 국회대로62길 21, 401호 (여의도동, 원정빌딩)",,단건,2007-10-15,2007-10-15
3560,아00445,데일리중앙,서울,등록,인터넷신문,인터넷신문,총류,개인,민주시민의 의견을 골고루 모아 지역간 계층간 갈등을 풀고 사회 통념에 어긋나는 모든 차별을 없앰,상기 발행목적에 부합하는 내용을 게재함,,지역,,,무가,일반국민,,,"서울특별시 노원구 월계로45가길 89, 303동 1303호 (월계동, 청백아파트)",,단건,2007-10-15,2007-10-15
3559,다00014,덴탈저널(DENTAL JOURNAL),서울중,등록,기타간행물,주간,치과의료,법인,한국의 치의학 발전을 위해 치과저널을 발행,"상기 발행목적에 부합되는 내용만을  16 면이상  32 면이내로 게재,인쇄하여 유가로 배포함",,전국,,전국,유가,치과의사 및 관련자,,한국퀸테센스출판(주),"서울특별시 중구 을지로 114-10, 1003호 (을지로3가, 상지빌딩)",태양씨앤피,단건,2007-10-15,2007-10-15
3558,다07825,성동신문,서울,등록,일반주간신문,주간,지역지,법인,"정치,경제,사회,문화,시사 등에 관한 보도, 논평 및 여론을 전파하여 성동구민 복지 증진과 지역사회 발전에 기여","상기 발행목적에 부합되는 내용만을  8 면이상  24 면이내로 게재,인쇄하여 유가로 배포함",,,,성동구 및 기타,유가,일반국민,,성광미디어 주식회사,"서울특별시 광진구  용마산로 128, 501호(중곡동, 원방빌딩)",(주)타임문화,단건,2007-10-15,2007-10-15
3557,아00448,아웃소싱타임스,서울,등록,인터넷신문,인터넷신문,사회과학,법인,"아웃소싱 산업,경영 발전을 도모하기 위해 아웃소싱과 관련된 각종 산업뉴스, 경영뉴스 및 관련 제정보를 제공(산업뉴스,경영뉴스,정책뉴스,기업정보,활용정보,관련자료)",상기 발행목적에 부합되는 내용만을 게재 함,,지역,,인터넷,무가,기업,,(주)아웃소싱타임스,"서울 영등포구 양평로21길 26, 1107호 (양평동5가, 아이에스비즈타워)",,단건,2007-10-15,2007-10-15
3556,다07827,인터넷교육신문,서울,등록,특수주간신문,주간,교양종합,개인,인류복지 분야의 자선기부 복지의 계도활력을 시행한다.,"상기 발행목적에 부합되는 내용만을  4 면이상  8  면이내로 게재,인쇄하여 유가로 배포함",,전국,,전국,유가,일반국민,,,서울특별시 종로구 돈화문로9가길 13 -5(돈의동),(주)한국문화인쇄,단건,2007-10-15,2007-10-15
3555,다07828,인터넷산업신문,서울,등록,특수주간신문,주간,기타,개인,세계환경 분야의 자선기부 복지의 계도활력을 시행한다.,"상기 발행목적에 부합되는 내용만을  4 면이상   8 면이내로 게재,인쇄하여 유가로 배포함",,전국,,전국,유가,일반국민,,,서울특별시 종로구 돈화문로9가길 13 -5(돈의동),(주)한국문화인쇄,단건,2007-10-15,2007-10-15
3554,다05985,(주)한국대리운전신문,인천,등록,특수주간신문,주간,총류,법인,"음주운전을 미연에 방지하여 개인, 사회 및 국가 행복 실현","상기 발행목적에 부합되는 내용만을 12면이상  24면이내로 게재,인쇄,제책 하여 유가로 배포함",직배/우편,전국,,전국,유가,일반/대리운전자/운수업자,한국어,주식회사 케이엔피디(KNPD),"인천 계양구 안남로519번길 2, 3층 (효성동)",참글사,단건,2007-10-11,2007-10-11
3553,라00078,미즈코치(Ms.Coach),강남,등록,기타간행물,월간,교육종합,법인,"초등학생 및 중학생 자녀를 둔 학부모(어린이)들에게 실용적인 교육정보를 제공하기 위함(초·중학교 교육 및 학습 관련 최근 이슈와 기획기사,독서·논술·입시 등과 관련한 전문가 기고글,자녀교육 및 인성지도와 관련한 칼럼)","상기 발행목적에 부합되는 내용만을  24면이상  50면이내로 게재,인쇄하여 유가로 배포함",,전국,,전국,유가,"학부모,학생",,(주)투핸즈미디어,"서울특별시 강남구 영동대로112길 51, 303호 (삼성동, 미켈란107빌딩)",(주)타라TPS,단건,2007-10-11,2007-10-11
3552,다01238,주간 김제신문,전북,등록,일반주간신문,주간,총류,법인,"정치 및 시사관련 사항과 자치단체의 도, 시정, 지방의회 의정을 해설 안내하고 각종 지역소식, 각급기관 및 사회단체활동소개, 향토문화발굴 정리와 생활정보를 수록, 보도함으로써 지역사회발전에 기여함을 목적으로 한다.","상기 발행목적에 부합되는 내용만을 8면이상 16면이내로 게재,인쇄,제책하여 유가로 배포함",우편 및 배포,지역,전북,김제시 및 출향인사 거주지,유가,김제시 지역주민,한글,유한회사 김제신문사,전북특별자치도 김제시 금성6길 11 (신풍동),(주)제일출판,단건,2007-10-10,2007-10-10
3551,아00442,데일리 디펜스,서울,등록,인터넷신문,인터넷신문,"국방,방위",개인,부국강병을 염원하는 민간인 시각의 군사 및 국방과학 분야의 소식제공 및 건전한 여론 창달(주변국을 비롯한 국내외 군사외교 및 국방과학 분야 취재 및 칼럼),,,,,,무가,부국강병을 염원하는 일반국민,,,"서울특별시 서초구 서운로 226, 322호 (서초동, 서초오피스텔)",,단건,2007-10-04,2007-10-04
3550,라00056,소비라이프큐(소비라이프Q),종로,등록,기타간행물,월간,사회과학,법인,"근원적인 소비자권리찾기를 위한 해법을 모색하여 합리적인 소비생활을 위하고 소비자의 작은 권익침해에도 소비자의 힘을 모아 해결방안을 제시하고자 함(소비생활 정보 및 소식, 온오프라인 신문발행사업)","상기 발행목적에 부합되는 내용만을 48면이상 96면이내로 게재,인쇄하여 유가 및 무가로 배포함",,전국,,전국,유가,소비자권리찾기시민연대 회원,,소비라이프(주),"서울특별시 종로구 새문안로5가길 28, 615호 (적선동, 광화문 플래티넘)",한국학술정보(주),단건,2007-10-04,2007-10-04
3549,아00443,에코저널,서울,등록,인터넷신문,인터넷신문,"공해,환경",법인,"다양한 환경분야 뉴스를 신속하게 발굴, 보도해 국민 환경의식을 고취하고자 함.(수질, 대기, 토양, 폐기물 등 환경과 관련된 내용을 위주로 전문보도)",상기 발행목적에 부합되는 내용만을 게재함,인터넷,,,,무가,네티즌,,(주)에코저널,"서울특별시 광진구 광나루로56길 85, 7층 C105호(구의동, 테크노마트)",,단건,2007-10-04,2007-10-04
3548,아01019,울주조은뉴스,울산,등록,인터넷신문,인터넷신문,총류,개인,"울산, 울주, 경남지역 정치, 경제, 사회 전반에 대한 보도",상기 목적의 내용을 발행,,지역,,,무가,,,울주조은뉴스,울산 울주군 청량읍 온산로 384 (용암리),,단건,2007-10-04,2007-09-07
3547,바00201,희망,영등포,등록,정보간행물,계간,순수과학,법인,"혈액질환 및 암에 대한 이해를 돕고 협회에서 운영하는 다양한 서비스를 제공하여 환자들의 투병환경 및 보건복지 증진에 기여(혈액질환 및 암 관련 최신 의학정보, 환자수기, 생활, 건강정보 등)","상기 발행목적에 부합되는 내용만을 46면 이상 100면 이내로 게재, 인쇄하여 무가로 배포함","병원,유관기관 꽂이함,우편",전국,,전국,무가,"병원,유관기관,밸혈병환자 및 가족",한국어,(사)한국혈액암협회,"서울 영등포구 국회대로70길 7, 5층 509호 (여의도동)",(주)솔텍피앤디,단건,2007-10-04,2007-10-04
3546,라00176,가자!베트남으로,영등포,등록,잡지,월간,관광,개인,국내에 있는 베트남 관련 서적은 모두 번역판이라 직접 그 정보 관련 책자를 발행하고자 함(베트남에 대한 여행정보지),"상기 발행목적에 부합되는 내용만을   100면이상  150면이내로 게재,인쇄,제책하여 유가로 배포함",,전국,,전국,유가,일반인,,,"서울특별시 영등포구 의사당대로 38, 102동 209호 (여의도동, 여의도더샵아일랜드파크)",클로버인쇄사,단건,2007-10-01,2007-10-01
3545,아00441,미디어스(Mediaus),서울,등록,인터넷신문,인터넷신문,총류,법인,"미디어 비평 중심의 매체, 보도, 드라마에 대한 비평과 사회전부문에 대한 칼럼을 싣는다.",상기 발행목적에 부합되는 내용만을 게재함,인터넷,지역,,,무가,네티즌,,주식회사 미디어스,"서울 영등포구 국회대로66길 23, 제6층 제604호  (여의도동, 산정빌딩)",,단건,2007-10-01,2007-10-01
3544,다00002,한소리타임즈,양산,등록,정보간행물,주간,지역지,법인,지역사회의 발전과 주민의 알 권리 제공과 건전한 언론문화 발전에 이바지코자 함.,"상기 발행목적에 부합되는 내용만을 40면이상 50면이내로 게재,인쇄하여 무가로 배포함.","우송,직접배부",,,"부산,경남",무가,부산·경남지역 시민,한국어,한소리신문 주식회사,경남 양산시 북안북2길 20(북부동),(주)애드샵컴퍼니,단건,2007-10-01,2007-10-01
3543,라00052,아쿠아인포(aquainfo),영등포,등록,기타간행물,월간,기술과학,법인,양어전문기술을 독자들에게 전달해 독자들의 생산성 향상을 도모하고 자사 이익을 창출한다.,"상기 발행목적에 부합되는 내용만을   100면이상   200면이내로 게재,인쇄,제책하여 유가로 배포함",배포,전국,,전국,유가,"양식어민,양식관련업체 및 단체",한국어,아쿠아인포(주),"서울특별시 영등포구 경인로 775, 1동 704호 (문래동3가, 에이스하이테크시티)",대광그래픽스,단건,2007-09-28,2007-09-28
3542,사00051,유이유나이트얼스(Ue unite earth),강남,등록,잡지,연2회간,국제문제,법인,"인류미래에 치명적인 영향을 주는 제반 문제점을 부각시키는 한편 이에 관한 실현가능한 해결책을 모색함(환경파괴,빈곤의 악순환,질병의 만연,지구상의 종파,이권 및 종족전쟁에 관한 사항 등 게재)","상기 발행목적에 부합되는 내용만을  60면이상  80면이내로 게재,인쇄,제책하여 무가로 배포함","대학휴게실,도서관,커피전문점 등",전국,,전국,유가,10~30대 젊은이,,(사)국제아동돕기연합,서울특별시 강남구 강남대로102길 43,애드그린인쇄(주),단건,2007-09-28,2007-09-28
3541,다50518,인민일보 한글주간,경기,등록,특수주간신문,주간,외국연구,법인,"한중수교 15주년을 맞아 한중 우호를 더욱 진작, 한국독자에게 중국의 소식을 정확하게 알리고 중국 중앙당의 정책, 중국 경제, 역사와 문화, 한국기업의 중국진출현장, 15만명 중국 유학생의 생활상 등 게재","상기 발행목적에 부합되는 내용만을  24면 이내로 게재,인쇄하여 유가로 배포함",,전국,,전국,유가,중국관련 한국인,,주식회사 인민일보해외판한국대표처,"경기도 수원시 팔달구 효원로 299, 3층 (인계동, 경인일보빌딩)",(주)타임문화,단건,2007-09-27,2007-09-27
3540,아00435,코리안메디뉴스(Korean Medi News),서울,등록,인터넷신문,인터넷신문,의료일반,개인,"의료전문 신문으로 국민들의 건강증진과 의료계 전반의 정보를 전달하고 의원과 병원, 제약과 의료장비, 정책과 행정 등 의료전반에 대한 내용을 포함",,,,,,무가,일반국민,,,"서울특별시 강남구 도산대로16길 15, 302호 (논현동, 용헌빌딩)",,단건,2007-09-27,2007-09-27
3539,라00238,더하우징(The Housing),서울중,등록,잡지,월간,부동산,법인,"부동산 재테크,건설산업,건축자재 시장 등을 심층적으로 취재해 독자들에게 알기쉽게 전달","상기 발행목적에 부합되는 내용만을  150면이상 250면이내로 게재,인쇄,제책하여 유가로 배포함",,전국,,전국,유가,성인남녀,,한국경제매거진(주),"서울특별시 중구 청파로 463, 15층 (중림동, 한국경제신문사)",팩컴코리아(주),단건,2007-09-19,2007-09-19
3538,라00216,리걸타임즈(LegalTimes),서초,등록,잡지,월간,법률.행정,법인,법률시장개방과 로스쿨 도입 등 국내 법률시장이 대대적인 변화를 눈앞에 두고 있기에 법률전문매체로서 법조의 뉴스와 정보를 심층 분석해 냄으로써 새 법률문화창달에 이바지 하고자 함,"상기 발행목적에 부합되는 내용만을 70면이상 250면이내로 게재,인쇄,제책하여 유가로 배포함",,전국,,전국,유가,"법조인과 기업체 법무팀,일반독자",,(주)리걸타임즈,"서울특별시 서초구 서초중앙로24길 55, 4층 (서초동, 중앙서초프라자)",건일문화,단건,2007-09-19,2007-09-19
3537,다00002,오도신문,성북,등록,기타간행물,주간,지역기타,법인,이산의 아픔을 가지고 살아 가시는 실향민들의 삶과 애환을 조금이라도 달래고자 소식을 전하려 함.,"상기 발행목적에 부합되는 내용만을  8 면이상  16  면이내로 게재,인쇄하여 유가로 배포함",,전국,,전국,유가,실향민,,이북오도신문(주),"서울특별시 성북구 동소문로34길 29 (돈암동, 금도오피스텔)",(주)한국씨티에스,단건,2007-09-19,2007-09-19
3536,바00073,한세문학(韓世文學),서울중,등록,잡지,계간,문학종합,개인,우리문학의 발전및 활성화와 문학을 통한 국제 문인간 교류를 통해 민족문화 기반을 확장시키는데 기여,"상기 발행목적에 부합되는 내용만을   면이상  300면이내로 게재,인쇄,제책하여 유가로 배포함",,,,,유가,"문인,문학회",,,"서울특별시 중구 수표로6길 25, 406호 (충무로3가)",한동문화사,단건,2007-09-19,2007-09-19
3535,라00181,타이쿤엠(Tycoon M),서초,등록,잡지,월간,사회과학,법인,대한민국 경제의 희망인 차세대 리더를 위한 고급 경영정보 매거진,"상기 발행목적에 부합되는 내용만을 80면이상 120면이내로 게재,인쇄,제책하여 유가로 배포함",,지역,,,유가,,,(주)타이쿤미디어,"서울 서초구 법원로3길 19,2층2631호 (서초동, 양지원)",한솔인쇄문화,단건,2007-09-18,2007-09-18
3534,라00175,2R경제포커스,영등포,등록,잡지,월간,경제정보,개인,"재테크와 건전한 경제정보를 전달하며 기타 정치,문화,사회 전반에 걸쳐 이슈화된 사건,사고를 게재(KBS 2Radio에서 방송된 컨텐츠를 활용한 경제정보)","상기 발행목적에 부합되는 내용만을  148면이상  180면이내로 게재,인쇄,제책 하여 유가로 배포함",,전국,,전국,유가,"각기업,관공서",,,"서울특별시 영등포구 버드나루로 51, 503호 (영등포동2가, 조광빌딩)",삼영문화인쇄사,단건,2007-09-17,2007-09-17
3533,다01029,경기헤럴드,경기,등록,일반주간신문,주간,지역지,법인,"정치,행정,교육,문화,복지,사회,환경 등 지역구성요소에 대한 내용을 기재하여 경기지역의 지역소식을 객관적이고 논리적인 견해로 정확히 도민에게 전달하고 지역주의를 타파하며 정주의식 고취를 함양하고자함","상기 발행목적에 부합되는 내용만을 8면이상 16면이내로 게재,인쇄 유가로 우편발송 및 배포함",우편발송 및 배포,,,경기지역,유가,경기도민,한국어,주식회사 경기헤럴드,"경기도 군포시 금산로 20, 601호 (금정동, 태을빌딩)",대동프린텍,단건,2007-09-17,2007-09-06
3532,아00432,뉴스렙,서울,등록,인터넷신문,인터넷신문,종교,법인,"불교계 소식을 실시간으로 인터넷을 통해 제공하고, 사회적 이슈와 다양한 문화(출판,전시 등) 소식을 제공",상기 발행목적에 부합되는 내용만을 게재함,인터넷,지역,,,무가,네티즌,,주식회사 뉴스렙,"서울 종로구 삼일대로30길 37, 402호 (익선동, 대은빌딩)",,단건,2007-09-17,2007-09-17
3531,다07809,뉴스인,서울,등록,일반주간신문,주간,"시사,정치",법인,"서울 인천 경기지역의 정치, 사회, 경제, 문화 교육등의 분야를 대상으로 바른 언론활동을 벌임으로써 풀뿌리 민주주의를 함양하고 지방자치의 발전을 꾀함.","상기 발행목적에 부합되는 내용만을  4 면이상  52 면이내로 게재,인쇄하여 유가로 배포함",,,,"서울,인천,경기",유가,지역주민,,(주)스타코넷,"서울특별시 양천구 오목로 325, 5층 (목동, 대학빌딩)",(주)아이피디,단건,2007-09-17,2007-09-17
3530,아01899,뉴스한국닷컴,서울,등록,인터넷신문,인터넷신문,종합일간,법인,"정치,사회,경제,문화를 총 망라하여 영상과 함께 우리사회가 떠 안은 과제들의 대안을 제시하며 여론을 이끌어 가는 매체",상기발행목적에 부합되는 내용만을 게재함,인터넷,전국,,전국,무가,네티즌,,(주)뉴스한국,"서울특별시 송파구 송파대로28길 24, 1601호 (가락동, 밀리아나2차오피스텔)",,단건,2007-09-17,2007-09-17
3529,아00433,아이뉴스인,서울,등록,인터넷신문,인터넷신문,종합일간,법인,"지역사회의 발전과 풀뿌리 민주주의 함양, 온라인 민주주의 함양 등을 위한 제반 언론 활동(지역사회의 정치,경제,사회,문화에 대한 심도있는 보도)",,,,,,무가,전국,,(주)스타코넷,"서울특별시 양천구 오목로 325, 5층 (목동, 대학빌딩)",,단건,2007-09-17,2007-09-17
3528,라00004,원주인터넷신문,원주,등록,정보간행물,월간,지역지,개인,지역중심의 뉴스와 생활정보를 제공하여 시민의 알권리 충족,"상기 발행목적에 부합되는 내용만을  5 면이상   60 면이내로 게재,인쇄,제책하여 유가로 배포함",,,,원주시 및 영서지역,무가,지역주민,,,강원도 원주시 상지대길 33-3 (우산동),한국씨티에스 대표,단건,2007-09-14,2007-09-07
3527,라00053,소프트웨어세상,서초,등록,기타간행물,월간,정보통신,법인,자사의 소식을 알리고 고객들의 편리를 위해 소프트웨어 동향 및 정보를 제공(업계현황 및 신제품출시 등의 S/W 관련정보 제공),"상기 발행목적에 부합되는 내용만을 4면이상 10면이내로 게재, 인쇄하여 유가로 배포함",,전국,,전국,유가,기업 및 개인,,프로넷소프트(주),"서울특별시 서초구 방배로33길 20 (방배동, 프로넷빌딩)",114프린트닷컴,단건,2007-09-12,2007-09-12
3526,마00002,판(PAN),파주,등록,기타간행물,격월간,문화일반,개인,"국내 및 아시아 지역의 공연예술 전반에 대한 심도 깊은 이해를 도모함으로써 문화향수의 질을 높임(공연예술 관련 심층 리뷰, 인터뷰 혹은 대담,특집,작가초대,번역 기사 등)","상기 발행목적에 부합되는 내용만을 80면이상 150면이내로 게재,인쇄하여 유가로 배포함",,전국,,전국,유가,"공연예술에 관심있는 일반인,관계자 등",,,"경기도 파주시 탄현면 하늘소로 16, 211동 505호 (법흥리, 유승앙브와즈아파트)",문성인쇄,단건,2007-09-12,2007-09-12
3525,다07804,Money S,서울,등록,특수주간신문,주간,사회과학,법인,"전국민을 대상으로 증권, 금융 기사 등의 정보제공으로 경제발전에 이바지 하고자 함.","상기 발행목적에 부합되는 내용만을  80 면이상  100 면이내로 게재,인쇄하여 유가로 배포함",,전국,,전국,유가,일반국민,,(주)머니앤밸류,"서울 종로구 청계천로 35 (서린동, 관정빌딩), 17층",더프레스(주),단건,2007-09-11,2007-09-11
3524,다07806,국회미래신문,서울,등록,특수주간신문,주간,국회,개인,"국회의 정책을 전국민에게 알리고 국회의원의 책무에 더욱 활성화 시킴(정책홍보, 의정계획보고)","상기 발행목적에 부합되는 내용만을  8 면이상  24 면이내로 게재,인쇄하여 유가로 배포함",,전국,,전국,유가,"행자부,국회",,,"서울특별시 강서구 양천로 67길 96-20, 나동지하",(주)아이피디,단건,2007-09-11,2007-09-11
3523,아00430,소비자고발신문컨슈머리포트,서울,등록,인터넷신문,인터넷신문,국민경제,개인,"소비자 피해사례를 모아 기업에 시정을 촉구하며, 다향한 상품에 대한 비교, 평가, 분석을 통한 소비자 주권을 주장하는데 목적",,,,,,유가,일반국민(소비자),,,"서울특별시 영등포구 국제금융로8길 25, 6층 (여의도동, 주택건설회관)",,단건,2007-09-11,2007-09-11
3522,바 00001,안심생활,금정,등록,기타간행물,계간,"환경,보건",법인,고령친화(요양)산업 종사자의 실무능력 향상 및 고령친화산업 활성화를 위한 종합 정보제공,"상기 발행목적에 부합되는 내용만을 20면이상 50면이내로 게재,인쇄,제책하여 무가로 배포함",우편 및 가판,전국,,전국,무가,고령친화요양산업 종사자,한국어,사단법인 안심생활,"부산광역시 금정구 중앙대로 1883, 4층 (구서동, 현대자동차)",(주)문화프린팅,단건,2007-09-11,2007-09-04
3521,바00014,인천의정,미추홀,등록,잡지,계간,총류,법인,"지방자치제도의 개선 방향제시, 지방의회 및 시정홍보, 의정회 회원 활동홍보","상기 발행목적에 부합되는 내용만을 30면이상 40면이내로 게재,인쇄,제책 하여 무가로 배포함",직배/우편,지역,,인천관내,무가,시의정회 회원,한국어,사단법인 인천광역시의정회,"인천 미추홀구 주안로 37, 3층 (주안동, 인천지구청년회의소)",영동인쇄공사,단건,2007-09-11,2007-09-11
3520,라00013,부천청소년신문 터,부천,등록,기타간행물,월간,청소년교육,법인,"부천 청소년 소식, 학교 및 동아리 인터뷰 등 신문제작활동을 통해 여론의 형성과 사회에 미치는 영향을 이해함으로써 건강한 민주시민의식과 가치관을 기르고자 함.","상기 발행목적에 부합되는 내용만을 8면이내로 게재,인쇄하여 무가로 우편발송및 배포함",우편발송 및 배포,,,부천시,무가,청소년,한국어,재단법인 부천문화재단,"경기도 부천시 장말로 107 (상동, 복사골문화센터)",(주)아이피디,단건,2007-09-07,2007-08-29
3519,아000021,인천인터넷방송국 파도TV,인천,등록,인터넷신문,인터넷신문,총류,개인,"인천지역의 뉴스를 텍스트와 동영상으로 제공하며 문화, 예술, 관광 등의 다양한 동영상 콘텐츠를 제작 제공",상기 발행 목적에 부합되는 내용을 게재함,,전국,,,무가,인터넷유저,한국어,지광숙,인천 중구 도원로8번길 5 (선화동),,단건,2007-09-07,2007-09-07
3518,사00009,藏書閣(장서각),성남,등록,잡지,연2회간,문학,법인,"장서각 도서, 각종 수집 고전과 고문서 등의 문헌자료를 기초로 한국학 연구의 진흥을 도모하고자 함.","상기 발행목적에 부합되는 내용만을 200면이상 250면이내로 게재,인쇄,제책하여 유가로 배포함",배포,전국,,전국,유가,한국학관련 국내외 기관 및 연구자,한국어,재단법인 한국학중앙연구원,경기도 성남시 분당구 하오개로 323 (운중동),(사)한국장애인상생복지회,단건,2007-09-06,2011-05-03
3517,아00428,보험매일,서울,등록,인터넷신문,인터넷신문,보험,법인,"보험,금융 관련 정책과 업계뉴스 및 정보를 제공(보험정책뉴스,생명·손해·자동차 보험 등 보험업계뉴스와 정보, 세일즈기법, 신상품 등)",상기 발행목적에 부합되는 내용을 게재함,인터넷,,,인터넷,무가,네티즌,,(주)보험매일,"서울특별시 마포구 마포대로 44, 808호(도화동, 진도빌딩)",,단건,2007-09-06,2007-09-06
3516,아00120,인터넷 광명지역신문,경기,등록,인터넷신문,인터넷신문,총류,법인,"광명의 정치, 경제, 사회, 문화 등 전반적인 사항을 광명시민들에게 보도해 지방분권을 활성화하고 지역사회의 발전과 지역민의 자존심을 강화하는 것을 그 목적으로 함.",상기 발행목적에 부합되는 내용만 게재,,지역,,,무가,네티즌,한국어,주식회사 광명지역신문,경기 광명시 오리로651번길 8 (하안동) 12층 1241호,,단건,2007-09-06,2007-08-29
3515,아00042,거제뉴스,경남,등록,인터넷신문,인터넷신문,"시사,정치",개인,지역 정론을 지향하고 지역 정보를 제공하기 위함.,,,,,,무가,네티즌,한국어,,경상남도 거제시 연초면 국산로 13 (송정리),,단건,2007-09-05,2007-09-05
3514,아00053,경북방송,경북,등록,인터넷신문,인터넷신문,총류,개인,경북 및 포항지역 정보를 네티즌에게 제공,.,,지역,,,무가,네티즌,한글,,경상북도 포항시 남구  중앙로 82(해도동) 3층,,단건,2007-09-04,2007-08-30
3513,바00001,야성송씨현령공파종보,영주,등록,정보간행물,계간,기타단체,법인,야성송씨현령공파종친(후손)간 정보교류와 종친소식은 물론 친목과 세수돈목으로 정보화시대에 종친회의 활성화 비젼을 제시함,"상기 발행목적에 부합되는 내용만을   8면이상   16면이내로 게재,인쇄,제책 하여 유가로 배포함",우편,전국,,전국 및 해외,유가,경북북부지역민 등,한글,야성송씨현령공파,"경상북도 영주시 중앙로80번길 10 (하망동, 동원반점)",서울인쇄소,단건,2007-09-04,2007-08-22
