순번,등록번호,제호,기관명,상태,종별,간별,성격,유형,발행목적,발행내용,보급방법,보급지역,선택지역,상세지역,유무가,보급대상,사용언어,발행소명,발행소 주소,인쇄소명,복수여부,등록일자,제출일자
9971,아02631,한국인물신문,서울,등록,인터넷신문,인터넷신문,총류,법인,지도적인 인물들을 널리 알리어 귀감이 되도록하여 창조적 삶을 고취함을 목적으로 함,상기 발행목적에 부합되는 내용을 기재,인터넷,,,인터넷,무가,네티즌,,(주)삼정알인네트,"서울특별시 관악구  신림로59길23, 삼모스포렉스빌딩 1013호",,단건,2013-05-07,2013-05-07
9970,라00097,이코노미뷰(ECONOMY VIEW),광진,등록,잡지,월간,사회과학,개인,우리나라 경제의 강점을 소개하고 비전을 제시함.,우리나라의 시사경제의 흐름을 조망해보고 경쟁력있는 기업이 성공 스토리를 소개한다.,,지역,,,유가,,,이코노미뷰(ECONOMY VIEW),"서울 광진구 군자로 164 (군자동, 월송빌딩) , 202호",한교원색,단건,2013-05-06,2013-04-30
9969,라00681,University journal,강남,등록,잡지,월간,기타교육,개인,대학생용 영자월간지로 기사별 학습틀을 제공하여 잡지를 통한 영어학습을 하게함,"상기 발행목적에 부합되는 내용만을 20-50이내로 인쇄,제책하여 유가로 발행",,,,,유가,,,,서울특별시 강남구  역삼로63길 19 (대치동899-16) 우희빌딩 4층,(주)피앤앰 123,단건,2013-05-03,2013-04-29
9968,라00542,사회적경제,서울중,등록,정보간행물,월간,사회과학,법인,"사회적경제의 활성화와 사업장 생산품 판매활로, 취약계층의 일자리 창출을도모하는데 기여하고자 함.","판형 : 국배판(210*297) 페이지 : 64페이지 내외(칼라)사회적경제의 행사, 이슈, 홍보, 정책등",서점,전국,,전국,유가,"일반인,회원","한글,영어",사단법인 한국장애인문인복지후원회,"서울 중구 서애로5길 15 (필동3가, 호산나빌딩)",사단법인 한국장애인문인복지후원회,단건,2013-05-03,2013-05-03
9967,라00350,십대들의쪽지 호주연수,영등포,등록,정보간행물,월간,유학,개인,"초,중,고 십대자녀와 부모들에게 호주의 교육,문화 등 정보를 제공하기 위함",상기목적에 따라 4x6판 187x127mm 8페이지 내로 무가로 배포함.,,전국,,전국,무가,,,,"서울특별시 영등포구  여의동로 213,B-1502(여의도동,금호리첸시아)",독일인쇄,단건,2013-05-03,2013-05-03
9966,바00059,ICT Engineer,용산,등록,잡지,계간,총류,법인,"정보통신기술자 및 감리원들이 필요로하는 법령개정, 신기술 및 각종 최신정보 등을 수록하여 제공","상기 발행 목적에 부합되는 내용만을 A4판(210X275mm), 56면으로 게재, 인쇄, 제책하여 배포함",,지역,,,유가,,,한국정보통신공사협회,서울특별시 용산구  한강대로 308 (갈월동),주식회사 프린파크,단건,2013-05-02,2013-04-30
9965,바00220,Magazine N,종로,등록,잡지,계간,경제정보,법인,"아시아기자협회 50개국 언론인이 아시아 국제관계, 경제, 문화에 대한 정보와 해설을 제공","상기 목적에 부합되는 내용만을 96면 이상 100면 이내로 게재,인쇄,제책하여 유가로 배포함",,전국,,전국,유가,,한국어,(주)아자미디어앤컬처,"서울특별시 종로구  혜화로35, 207호(명륜1가, 화수회관)",신우문화인쇄,단건,2013-05-02,2013-04-23
9964,아00136,광주데일리뉴스,광주,등록,인터넷신문,인터넷신문,총류,법인,윤리와 공익과 공정성을 최우선으로 지역사회 발전을 위해 가치있는 다양한 뉴스를 지역민에게 제공하고자 함,"정치, 경제, 사회, 문화 등 각 분야의 뉴스를 생산 보급하고 독자나 지역민들의 의견을 수집하여 제공함",,,,,무가,,,주식회사 광주미디어그룹,"광주광역시 서구  금화로 278, 국민생활관 202호(풍암동)",,단건,2013-05-02,2013-04-24
9963,바00010,수필미학,대구북,등록,잡지,계간,문학,개인,수필가들의 신작과 수필 평론 발표공간을 마련하여 건전한 문학의 질적 향상을 도모하기 위함,"신5x7판(224x153), 220쪽 내외",,지역,,,유가,,,신재기,대구 북구 호국로43길 7-19 201호 (서변동),천일인쇄사,단건,2013-05-02,2013-04-26
9962,라00034,아이엠매거진,청주,등록,잡지,월간,"패션,미용",개인,"10~30대까지 즐겨 볼 수 있는 스트릿패션을 취재, 국내외 유명 셀레브리터, 연예인, 디자이너, 모델 등 소개","상기 발행목적에 부합되는 내용만을 16면 이상 100면 이내로 게재, 인쇄하여 무가로 배포함",우편 및 배달,전국,,전국,유가,일반인,국어,,충청북도 청주시 상당구  율봉로222번길 7,대광인쇄,단건,2013-05-02,2013-05-02
9961,다06061,미디어인천신문,인천,등록,일반주간신문,주간,종합지,법인,"교육, 경제, 사회, 문화, 스포츠등 제반소식을 전파해 지역사회 발전에 기역하고 국가이익과 공공복지의 증진에 기여코자함",상기발행목적에 부합되는 내용을 제공함,,,,인천 및 경기등 수도권,유가,일반시민,한국어,주식회사 미디어인천신문,인천광역시 남구 주염로 58  부대동 303호(주안동),영진기획,단건,2013-05-01,2013-05-01
9960,다06062,부평신문,인천,등록,일반주간신문,주간,종합지,법인,"정치를 포함한 경제,사회,문화,체육 등 전문분야에 관한 보도, 논평 등을 통해 지역사회의 균현있는 발전을 도모함",상기 발행목적에 부합되는 내용으로 8면~16면 이내로 발행하여 배포함,,,,부평구 전지역,유가,주민,한국어,주식회사 부평신문사,"인천광역시 남동구  경인로 764, 401호(간석동, 이화빌딩)",(주)아이피디,단건,2013-05-01,2013-05-01
9959,다00014,세종타임스닷컴,세종,등록,특수주간신문,주간,총류,개인,"충청지역의(세종포함) 종교,문화,교육 취재 보도","충청지역과 세종시의 종교,문화,교육 활동을 중심 취재하여 16면 내외로 발행",,,,"오창, 옥산, 세종",유가,"종교, 문화, 교육인",,,세종특별자치시 보람로95 중흥아파트 13단지 1307호 905호,대한신문인쇄(주),단건,2013-05-01,2013-04-24
9958,라00003,월간 로컬푸드,완주,등록,기타간행물,월간,식음료,법인,로컬푸드를 중심으로 생산자와 소비자의 상생과 소통의 매개체로 삼음,"생산자 인터뷰, 소비자 인터뷰, 로컬푸드 식문화",배송,전국,,전국,무가,로컬푸드 구매자 등,한국,농업회사법인완주로컬푸드주식회사,전라북도 완주군 구이면 모악산길 95,(주)문화정보산업,단건,2013-05-01,2013-05-01
9957,바00028,Community Garden,구로,등록,정보간행물,계간,원예,개인,"정원에 대한 소개와 정원, 도시농업, 귀농귀촌, 농업분야에 대한 지식과 정보를 보여준다. 독자에게 삶의 질을 높이는 문화를 많이 보여주고 이를 통해 진정한 복지, 공동체 의식의 회복을 높인다.","국내외 정원을 소개하며 정원, 도시농업, 귀농귀촌, 농업분야의 전문가 인터뷰와 기고, 이슈분석 등으로 발행면수는 100p미만(225*298), 제책",,전국,,전국,유가,전국민,한국어,,"서울특별시 구로구  구로중앙로8길 41-23, 101-404호(구로동, 경남아너스빌)",(주)프린피아,단건,2013-04-30,2013-04-23
9956,라11575,Guesthouse(게스트하우스),서초,등록,잡지,월간,관광,법인,"외국인관광 도시민박업 산업 종사자와 외국인관광객을 위한 관련 정보 및 뉴스, 안내정보 제공을 목적으로 함. 관련사업을 위한 광고 및 홍보가 포함된 게스트하우스산업 종합 월간지 발행","상기 발행 목적에 부합되는 내용만을 84면 내외로 게재, 인쇄, 제책하여 무가로 배포함.",,,,,무가,,,공간이노베이션(주),"서울특별시 서초구  서초대로27길 39, 2층 201호(방배동)",한영인쇄사,단건,2013-04-30,2013-04-23
9955,라00076,IDT,안양,등록,잡지,월간,총류,개인,"최신 치과기공 정보, 국내외 관련 학술세미나, 임상사례 등에 관한 정보제공을 통해 치과기공학 발전에 기여하고자 함","상기 발행목적에 부합되는 내용만을 60면 이상 200면 이내로 게재, 인쇄, 제책하여 배포",,,,,유가,,,,"경기도 안양시 동안구  시민대로 161, 914호 (비산동, 안양무역센터)",평화당인쇄 주식회사,단건,2013-04-30,2013-04-29
9954,라00077,The Doctor''s,안양,등록,잡지,월간,총류,개인,"최신 피부과 및 성형외과 정보, 관련 학술세미나 소식, 임상사례 등을 수록하여 피부과 및 성형외과 발전에 기여하고자 함","상기 발행목적에 부합되는 내용만을 80면 이상 350면 이내로 게재, 인쇄, 제책하여 배포",,,,,유가,,,,"경기도 안양시 동안구  시민대로 161, 914호 (비산동, 안양무역센터)",평화당인쇄 주식회사,단건,2013-04-30,2013-04-29
9953,아50664,동부신문,경기,등록,인터넷신문,인터넷신문,총류,개인,"정치, 경제, 사회, 문화, 시사 등에 관한 보도, 논평, 여론 및 정보를 생산 제공하고자 함",상기 발행목적에 부합되는 내용,,지역,,,무가,전국민,,배석환,경기 이천시 영창로 288-14 (안흥동),,단건,2013-04-30,2013-04-29
9952,라00349,세상만사,영등포,등록,잡지,월간,중소기업,개인,소상공/중소기업의 권익증대와 정치 경제 문화 사회의 취재와 논평으로 국민의 알 권리를 충족게 함,상기 발행목적에 부합되는 내용을 5x7판으로 150면이상 230면 내로 발행함,,전국,,전국,유가,,,,서울특별시 영등포구  63로 32,(주)철도인쇄공사,단건,2013-04-30,2013-04-30
9951,아50663,시흥시민신문,경기,등록,인터넷신문,인터넷신문,총류,법인,경기 인천지역의 다양한 정보를 제공하고 건강한 담론을 형성하여 시민의 알권리 증진에 기여하고자 함,상기 발행목적에 부합되는 내용만 게재,인터넷,전국,,,무가,전국민,"한국어, 영어 등",주식회사 시흥시민신문,경기 시흥시 하우로 139 (대야동) 1층,,단건,2013-04-30,2013-04-29
9950,사00043,씨름,송파,등록,정보간행물,연2회간,문화,법인,"씨름의 역사와 현 상황 등을 기록하고, 유익한 씨름 정보 제공을 위한 목적 및 홍보","씨름관련 정보 및 대회소식, 씨름인들의 이야기를 게재, 인쇄, 제책하여 무가로 보급",,전국,,전국,무가,,,사단법인 대한씨름협회,"서울 송파구 올림픽로 424, 신관 222호(방이동, 올림픽회관)",DN,단건,2013-04-30,2013-04-18
9949,자00415,연합경매캠프.,서울,등록,인터넷뉴스서비스,인터넷뉴스서비스,종합지,법인,"정치, 경제, 사회, 문화, 시사 등에 관한 내외신의 공정한 보도, 평론 및 여론 등을 전파함으로써 국가이익과 공공복지의 증진에 기여코자 함",상기 발행 목적에 부합되는 내용만을 게재 함,인터넷,,,인터넷,유가,네티즌,,연합경제신문(주),"서울특별시 영등포구 선유로 101, 4층401호(양평동1가)",,단건,2013-04-30,2013-04-23
9948,자00417,연합귀촌창업캠프.,서울,등록,인터넷뉴스서비스,인터넷뉴스서비스,종합지,법인,"정치, 경제, 사회, 문화, 시사 등에 관한 내외신의 공정한 보도, 평론 및 여론 등을 전파함으로써 국가이익과 공공복지의 증진에 기여코자 함",상기 발행 목적에 부합되는 내용만을 게재 함,인터넷,,,인터넷,유가,네티즌,,연합경제신문(주),"서울특별시 영등포구 선유로 101, 4층401호(양평동1가)",,단건,2013-04-30,2013-04-23
9947,자00416,연합부동산캠프.,서울,등록,인터넷뉴스서비스,인터넷뉴스서비스,종합지,법인,"정치, 경제, 사회, 문화, 시사 등에 관한 내외신의 공정한 보도, 평론 및 여론 등을 전파함으로써 국가이익과 공공복지의 증진에 기여코자 함",상기 발행 목적에 부합되는 내용만을 게재 함,인터넷,,,인터넷,유가,네티즌,,연합경제신문(주),"서울특별시 영등포구 선유로 101, 4층401호(양평동1가)",,단건,2013-04-30,2013-04-23
9946,자00418,창업투데이,서울,등록,인터넷뉴스서비스,인터넷뉴스서비스,종합지,법인,"정치, 경제, 사회, 문화, 시사 등에 관한 내외신의 공정한 보도, 평론 및 여론 등을 전파함으로써 국가이익과 공공복지의 증진에 기여코자 함",상기 발행 목적에 부합되는 내용만을 게재 함,인터넷,,,인터넷,유가,네티즌,,연합경제신문(주),"서울특별시 영등포구 선유로 101, 4층401호(양평동1가)",,단건,2013-04-30,2013-04-23
9945,바00008,釜山文學(부산문학),부산동,등록,잡지,계간,총류,단체,“부산을 대한민국 최고의 문학중심도시로! 부산을 전 세계 최고의 문학메카로!!”란 목표로 작가 자질이 있는 인재를 육성하고 등용함으로써 우리나라 문인들이 세계문학을 주도할 수 있는 자리에 우뚝 설 수 있게 그 밑거름 역할을 다할 것입니다.,"부산세계문학상 제정, 부산국제문학대학 설립 목표로 100~500면 내외 순수문학장르인 시, 수필, 소설 등 창작 글을 주요내용으로 수록함.",,전국,,,유가,,,부산문학협회,"부산 동구 중앙대로308번길 7-3 (초량동), 3층",주식회사 동아피앤피,단건,2013-04-29,2013-04-29
9944,라00145,무신사,성동,등록,잡지,월간,총류,법인,"국내 외 디자이너, 서브컬쳐, 스포츠, 캐주얼 브랜드의 신상품 정보 및 코디, 스타일 제안 등의 콘텐츠를 온라인을 통해 널리 전파될 수 있도록 함","브랜드의 신상품정보, 코디정보, 이벤트 소식",,지역,,,무가,,,주식회사 무신사,"서울특별시 성동구 아차산로13길 11, 1층 (성수동2가, 무신사캠퍼스 엔1)",주식회사플러스한밭,단건,2013-04-29,2013-04-25
